"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"09/14/2018","P18BP06595","Building Permit","Single Family Residence Addition","Issued",,
"09/14/2018","P18BP06593","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06591","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06590","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06589","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06588","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06587","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06586","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06585","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06584","Building Permit","Single Family Residence Addition","Issued",,
"09/14/2018","P18BP06583","Building Permit","Single Family Residence New","Issued",,
"09/14/2018","P18BP06581","Building Permit","Single Family Residence New","Final",,
"09/14/2018","P18BP06580","Building Permit","Single Family Residence Alteration","Issued",,
"09/14/2018","P18BP06579","Building Permit","Single Family Residence Alteration","Final",,
"09/14/2018","P18BP06578","Building Permit","Single Family Residence Addition","Final",,
"09/14/2018","P18BP06576","Building Permit","Single Family Residence Alteration","Issued",,
"09/14/2018","P18BP06575","Building Permit","Commercial Building Other","Final",,
"09/14/2018","P18BP06574","Building Permit","Single Family Residence New","Issued",,
"09/13/2018","P18BP06567","Building Permit","Single Family Residence New","Issued",,
"09/13/2018","P18BP06565","Building Permit","Tenant Improvement","Issued",,
"09/13/2018","P18BP06563","Building Permit","Single Family Residence Addition","Final",,
"09/13/2018","P18BP06560","Building Permit","Single Family Residence New","Withdrawn",,
"09/13/2018","P18BP06559","Building Permit","Single Family Residence New","Final",,
"09/13/2018","P18BP06558","Building Permit","Single Family Residence New","Final",,
"09/13/2018","P18BP06557","Building Permit","Commercial Building Alteration","Final",,
"09/13/2018","P18BP06555","Building Permit","Single Family Residence Other","Final",,
"09/13/2018","P18BP06554","Building Permit","Single Family Residence Addition","Issued",,
"09/13/2018","P18BP06547","Building Permit","Commercial Building Other","Final",,
"09/12/2018","P18BP06535","Building Permit","Single Family Residence Addition","Final",,
"09/12/2018","P18BP06531","Building Permit","Single Family Residence new","Issued",,
"09/12/2018","P18BP06529","Building Permit","Single Family Residence Alteration","Final",,
"09/12/2018","P18BP06528","Building Permit","Single Family Residence Alteration","Issued",,
"09/12/2018","P18BP06527","Building Permit","Single Family Residence Alteration","Withdrawn",,
"09/12/2018","P18BP06526","Building Permit","Commercial Building New","Issued",,
"09/12/2018","P18BP06525","Building Permit","Single Family Residence Addition","Deficient",,
"09/12/2018","P18BP06516","Building Permit","Single Family Residence Alteration","Issued",,
"09/12/2018","P18BP06512","Building Permit","Single Family Residence Addition","Issued",,
"09/12/2018","P18BP06510","Building Permit","Single Family Residence Addition","Issued",,
"09/12/2018","P18BP06509","Building Permit","Single Family Residence New","Issued",,
"09/12/2018","P18BP06508","Building Permit","Single Family Residence New","Issued",,
"09/12/2018","P18BP06507","Building Permit","Single Family Residence New","Final",,
"09/12/2018","P18BP06506","Building Permit","Single Family Residence New","Issued",,
"09/12/2018","P18BP06505","Building Permit","Single Family Residence New","Issued",,
"09/12/2018","P18BP06500","Building Permit","Single Family Residence Alteration","Issued",,
"09/11/2018","P18BP06488","Building Permit","Single Family Residence Addition","Deficient",,
"09/11/2018","P18BP06487","Building Permit","Single Family Residence Addition","Issued",,
"09/11/2018","P18BP06486","Building Permit","Tenant Improvement","C of O",,
"09/11/2018","P18BP06485","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06484","Building Permit","Single Family Residence Addition","Issued",,
"09/11/2018","P18BP06483","Building Permit","Single Family Residence Alteration","Final",,
"09/11/2018","P18BP06476","Building Permit","Single Family Residence New - Single Family Residence","Withdrawn",,
"09/11/2018","P18BP06475","Building Permit","Single Family Residence Other","Final",,
"09/11/2018","P18BP06474","Building Permit","Single Family Residence New - Single Family Residence","Final",,
"09/11/2018","P18BP06473","Building Permit","Single Family Residence Alteration","Final",,
"09/11/2018","P18BP06469","Building Permit","Single Family Residence Addition","Issued",,
"09/11/2018","P18BP06463","Building Permit","Single Family Residence Addition","Final",,
"09/11/2018","P18BP06460","Building Permit","Single Family Residence New - Single Family Residence","Issued",,
"09/11/2018","P18BP06457","Building Permit","Single Family Residence New - Single Family Residence","Issued",,
"09/11/2018","P18BP06455","Building Permit","Single Family Residence New","Final",,
"09/11/2018","P18BP06450","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06449","Building Permit","Single Family Residence Addition","Deficient",,
"09/11/2018","P18BP06447","Building Permit","Single Family Residence Addition","Deficient",,
"09/11/2018","P18BP06446","Building Permit","Single Family Residence Other","Issued",,
"09/11/2018","P18BP06443","Building Permit","Single Family Residence New","Withdrawn",,
"09/11/2018","P18BP06442","Building Permit","Single Family Residence Addition","Request for Corrections",,
"09/11/2018","P18BP06441","Building Permit","Single Family Residence Addition","Deficient",,
"09/11/2018","P18BP06440","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06438","Building Permit","Single Family Residence New","Final",,
"09/11/2018","P18BP06437","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06436","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06434","Building Permit","Single Family Residence New","Final",,
"09/11/2018","P18BP06433","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06431","Building Permit","Single Family Residence Alteration","Issued",,
"09/11/2018","P18BP06430","Building Permit","Single Family Residence New","Issued",,
"09/11/2018","P18BP06428","Building Permit","Single Family Residence New","Final",,
"09/11/2018","P18BP06425","Building Permit","Single Family Residence Addition","Request for Corrections",,
"09/11/2018","P18BP06424","Building Permit","Single Family Residence Addition","Final",,
"09/10/2018","P18BP06418","Building Permit","Single Family Residence Alteration","Issued",,
"09/10/2018","P18BP06408","Building Permit","Single Family Residence Addition","Issued",,
"09/07/2018","P18BP06406","Building Permit","Single Family Residence New","Final",,
"09/07/2018","P18BP06396","Building Permit","Single Family Residence Addition","Final",,
"09/07/2018","P18BP06395","Building Permit","Single Family Residence New","Final",,
"09/07/2018","P18BP06394","Building Permit","Single Family Residence Addition","Issued",,
"09/07/2018","P18BP06393","Building Permit","Single Family Residence Addition","Final",,
"09/07/2018","P18BP06392","Building Permit","Single Family Residence Alteration","Final",,
"09/07/2018","P18BP06391","Building Permit","Single Family Residence Alteration","Final",,
"09/06/2018","P18BP06387","Building Permit","Commercial Building Other","Final",,
"09/06/2018","P18BP06384","Building Permit","Single Family Residence Addition","Issued",,
"09/06/2018","P18BP06383","Building Permit","Commercial Building Other","Issued",,
"09/06/2018","P18BP06380","Building Permit","Commercial Building Alteration","Final",,
"09/06/2018","P18BP06379","Building Permit","Single Family Residence Addition - COMBO/SADD -","Issued",,
"09/06/2018","P18BP06377","Building Permit","Single Family Residence Addition","Issued",,
"09/06/2018","P18BP06376","Building Permit","Single Family Residence Alteration","Issued",,
"09/06/2018","P18BP06374","Building Permit","Single Family Residence New","Issued",,
"09/06/2018","P18BP06373","Building Permit","Single Family Residence New","Final",,
"09/06/2018","P18BP06369","Building Permit","Single Family Residence New","Final",,
"09/06/2018","P18BP06368","Building Permit","Single Family Residence New","Final",,
"09/06/2018","P18BP06367","Building Permit","Single Family Residence New","Final",,
"09/06/2018","P18BP06366","Building Permit","Single Family Residence New","Issued",,
"09/06/2018","P18BP06365","Building Permit","Single Family Residence New","Final",,
"09/06/2018","P18BP06364","Building Permit","Commercial Building Alteration","C of O",,
"09/06/2018","P18BP06363","Building Permit","Single Family Residence Addition","Final",,
"09/06/2018","P18BP06359","Building Permit","Single Family Residence Addition","Issued",,
"09/06/2018","P18BP06358","Building Permit","Commercial Building Other","Deficient",,
"09/06/2018","P18BP06357","Building Permit","Commercial Building Other","Issued",,
"09/06/2018","P18BP06354","Building Permit","Commercial Building Addition","Final",,
"09/06/2018","P18BP06353","Building Permit","Single Family Residence Alteration","Final",,
"09/06/2018","P18BP06351","Building Permit","Commercial Building Other","Issued",,
"09/06/2018","P18BP06350","Building Permit","Single Family Residence New","Void",,
"09/06/2018","P18BP06348","Building Permit","Single Family Residence Alteration","Final",,
"09/05/2018","P18BP06342","Building Permit","Tenant Improvement","C of O",,
"09/05/2018","P18BP06339","Building Permit","Single Family Residence New","Final",,
"09/05/2018","P18BP06338","Building Permit","Commercial Building Other","Issued",,
"09/05/2018","P18BP06337","Building Permit","Single Family Residence Addition","Issued",,
"09/05/2018","P18BP06335","Building Permit","Tenant Improvement","Issued",,
"09/05/2018","P18BP06332","Building Permit","Single Family Residence Addition","Issued",,
"09/04/2018","P18BP06328","Building Permit","Single Family Residence Alteration","Final",,
"09/04/2018","P18BP06327","Building Permit","Single Family Residence Alteration","Final",,
"09/04/2018","P18BP06324","Building Permit","Single Family Residence Alteration","Issued",,
"09/04/2018","P18BP06324","Building Permit","Single Family Residence Alteration","Issued",,
"09/04/2018","P18BP06323","Building Permit","Single Family Residence Alteration","Final",,
"09/04/2018","P18BP06322","Building Permit","Single Family Residence Alteration","Issued",,
"09/04/2018","P18BP06319","Building Permit","Single Family Residence Alteration","Final",,
"09/04/2018","P18BP06308","Building Permit","Single Family Residence New","Approved",,
"09/04/2018","P18BP06307","Building Permit","Single Family Residence Addition","Withdrawn",,
"08/31/2018","P18BP06303","Building Permit","Single Family Residence New","Final",,
"08/31/2018","P18BP06302","Building Permit","Single Family Residence New","Final",,
"08/31/2018","P18BP06301","Building Permit","Single Family Residence New","Issued",,
"08/31/2018","P18BP06300","Building Permit","Single Family Residence Addition","Issued",,
"08/31/2018","P18BP06299","Building Permit","Commercial Building Other","Issued",,
"08/31/2018","P18BP06298","Building Permit","Single Family Residence Alteration","Final",,
"08/31/2018","P18BP06295","Building Permit","Single Family Residence Addition","Request for Corrections",,
