"Address",
"1002  N  CONSTITUTION  DR    TUCSON,  AZ  85748",
"1002  N  COUNTRY CLUB  RD    TUCSON,  AZ  85716",
"1002  N  DALIANN  PL    TUCSON,  AZ  85748",
"1002  N  DEEP ROCK  DR    VAIL,  AZ  85641",
"1002  N  JERRIE  AV    TUCSON,  AZ  85711",
"1002  N  JONES  BL    TUCSON,  AZ  85716",
"1002  N  MAIN  AV    TUCSON,  AZ  85705",
"1002  N  MCKINLEY  AV    AJO,  AZ  85321",
"1002  N  NATACHEE     TUCSON,  AZ  85710",
"1002  N  NIGHT HERON  DR    GREEN VALLEY,  AZ  85614",
"1002  N  PERRY  AV    TUCSON,  AZ  85705",
"1002  N  ROSEMONT  BL    TUCSON,  AZ  85711",
"1002  N  SANTA ROSA  AV    TUCSON,  AZ  85711",
"1002  N  TUCSON  BL    TUCSON,  AZ  85716",
"1002  N  VIA PRIMAVERA     TUCSON,  AZ  85710",
"1002  N  VIA TERRADO     TUCSON,  AZ  85710",
"1002  N  WARREN  AV    TUCSON,  AZ  85719",
"1002  N  WASHINGTON  AV    AJO,  AZ  85321",
"1002  S  5TH  AV    TUCSON,  AZ  85701",
"1002  S  8TH  AV    TUCSON,  AZ  85701",
"1002  S  ALAMO  AV    TUCSON,  AZ  85711",
"1002  S  BAYLOR  DR    TUCSON,  AZ  85710",
"1002  S  BRIGHTON  AV    TUCSON,  AZ  85711",
"1002  S  CALLE DE LA TEMPORADA     GREEN VALLEY,  AZ  85614",
"1002  S  CAMINO DE LAS PALMAS     TUCSON,  AZ  85748",
"1002  S  CAMPBELL  AV    TUCSON,  AZ  85719",
"1002  S  CARNEGIE  DR    TUCSON,  AZ  85710",
"1002  S  CIRCULO SANTA CARMEN     TUCSON,  AZ  85713",
"1002  S  COLGATE  DR    TUCSON,  AZ  85710",
"1002  S  DEL VALLE  AV    TUCSON,  AZ  85711",
"1002  S  DUKE  DR    TUCSON,  AZ  85710",
"1002  S  DUQUESNE  DR    TUCSON,  AZ  85710",
"1002  S  ELI  DR    TUCSON,  AZ  85710",
"1002  S  FORDHAM  DR    TUCSON,  AZ  85710",
"1002  S  FREMONT  AV    TUCSON,  AZ  85719",
"1002  S  GRANTHAM  AV    VAIL,  AZ  85641",
"1002  S  KOLB  RD    TUCSON,  AZ  85710",
"1002  S  LEHIGH  DR    TUCSON,  AZ  85710",
"1002  S  MOUNTAIN  AV    TUCSON,  AZ  85719",
"1002  S  PANTANO  RD    TUCSON,  AZ  85710",
"1002  S  PLUMER  AV    TUCSON,  AZ  85719",
"1002  S  SECO  PL    TUCSON,  AZ  85710",
"1002  W  34TH  ST    TUCSON,  AZ  85713",
"1002  W  BOSCH  DR    GREEN VALLEY,  AZ  85614",
"1002  W  CALLE ARIZONA     TUCSON,  AZ  85705",
"1002  W  CALLE DE EMILIA     GREEN VALLEY,  AZ  85614",
"1002  W  CALLE SAN JOSE     SAHUARITA,  AZ  85629",
"1002  W  CEDAR  ST    TUCSON,  AZ  85745",
"1002  W  COLORADO  ST    TUCSON,  AZ  85745",
"1002  W  CONGRESS  ST    TUCSON,  AZ  85745",
"1002  W  DELAWARE  ST    TUCSON,  AZ  85745",
"1002  W  DISTRICT  ST    TUCSON,  AZ  85714",
"1002  W  EDGEWATER  DR    TUCSON,  AZ  85704",
"1002  W  ERIE  ST    TUCSON,  AZ  85745",
"1002  W  FARR  ST    TUCSON,  AZ  85705",
"1002  W  HURON  ST    TUCSON,  AZ  85745",
"1002  W  KING  ST    TUCSON,  AZ  85705",
"1002  W  LAS PALMAS  DR    TUCSON,  AZ  85704",
"1002  W  LIMBERLOST  DR    TUCSON,  AZ  85705",
"1002  W  LINCOLN  ST    TUCSON,  AZ  85714",
"1002  W  MOUNTAIN STONE  DR    GREEN VALLEY,  AZ  85614",
"1002  W  NAVAJO  ST    TUCSON,  AZ  85705",
"1002  W  ONTARIO  ST    TUCSON,  AZ  85745",
"1002  W  PLACITA AGRADABLE     GREEN VALLEY,  AZ  85614",
"1002  W  PRINCE  RD    TUCSON,  AZ  85705",
"1002  W  RIVER  RD    TUCSON,  AZ  85704",
"1002  W  SAINT MARYS  RD    TUCSON,  AZ  85745",
"1002  W  SAN MARTIN  DR    TUCSON,  AZ  85704",
"1002  W  SIMMONS  ST    TUCSON,  AZ  85705",
"1002  W  THURBER  ST    TUCSON,  AZ  85705",
"1002  W  TORTOLITA MOUNTAIN  CI    TUCSON,  AZ  85755",
"1002  W  UNION BELL  DR    GREEN VALLEY,  AZ  85614",
"1002  W  WAXLEAF  PL    TUCSON,  AZ  85755",
"1002  W  WEYMOUTH  ST    TUCSON,  AZ  85705",
"1002  W  WILKENSON  DR    TUCSON,  AZ  85704",
"1002  E  NAVAJO  RD   1  TUCSON,  AZ  85719",
"1002  N  JERRIE  AV   1  TUCSON,  AZ  85711",
"1002  S  KROEGER  LN   1  TUCSON,  AZ  85745",
"1002  W  CALLE ARIZONA    1  TUCSON,  AZ  85705",
"1002  W  LIMBERLOST  DR   1  TUCSON,  AZ  85705",
"1002  N  JERRIE  AV   10  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   11  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   12  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   13  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   14  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   15  TUCSON,  AZ  85711",
"1002  S  KOLB  RD   15  TUCSON,  AZ  85710",
"1002  N  JERRIE  AV   16  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   17  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   18  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   19  TUCSON,  AZ  85711",
"1002  E  NAVAJO  RD   2  TUCSON,  AZ  85719",
"1002  N  JERRIE  AV   2  TUCSON,  AZ  85711",
"1002  S  KROEGER  LN   2  TUCSON,  AZ  85745",
"1002  W  CALLE ARIZONA    2  TUCSON,  AZ  85705",
"1002  W  LIMBERLOST  DR   2  TUCSON,  AZ  85705",
"1002  N  JERRIE  AV   20  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   21  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   22  TUCSON,  AZ  85711",
"1002  S  KOLB  RD   24  TUCSON,  AZ  85710",
"1002  E  NAVAJO  RD   3  TUCSON,  AZ  85719",
"1002  N  JERRIE  AV   3  TUCSON,  AZ  85711",
"1002  S  KROEGER  LN   3  TUCSON,  AZ  85745",
"1002  E  NAVAJO  RD   4  TUCSON,  AZ  85719",
"1002  N  JERRIE  AV   4  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   5  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   6  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   7  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   8  TUCSON,  AZ  85711",
"1002  N  JERRIE  AV   9  TUCSON,  AZ  85711",
"1002  N  JONES  BL   AB  TUCSON,  AZ  85716",
"10020  E  DOMENIC  LN    TUCSON,  AZ  85730",
"10020  E  EMBERWOOD  DR    TUCSON,  AZ  85730",
"10020  E  EMILY  DR    TUCSON,  AZ  85730",
"10020  E  ENGLISH WOODS  RD    TUCSON,  AZ  85748",
"10020  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10020  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10020  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10020  E  MARY  DR    TUCSON,  AZ  85730",
"10020  E  MOCCASIN  PL    TUCSON,  AZ  85749",
"10020  E  MORRILL  WY    TUCSON,  AZ  85749",
"10020  E  PASEO SAN BRUNO     TUCSON,  AZ  85747",
"10020  E  PRAIRIE DOG  LN    TUCSON,  AZ  85749",
"10020  E  SARAH ANN  PL    TUCSON,  AZ  85748",
"10020  E  SKYWARD  WY    TUCSON,  AZ  85730",
"10020  E  SNYDER  RD    TUCSON,  AZ  85749",
"10020  E  SUSAN RAE  PL    TUCSON,  AZ  85748",
"10020  E  WALNUT TREE  DR    TUCSON,  AZ  85749",
"10020  E  WARM SUNNY  PL    TUCSON,  AZ  85747",
"10020  E  WATSON  DR    TUCSON,  AZ  85730",
"10020  N  CALLE SOLANO     TUCSON,  AZ  85737",
"10020  N  IRONWOOD OASIS  PL    TUCSON,  AZ  85742",
"10020  N  ORANGE RANCH  RD    TUCSON,  AZ  85742",
"10020  N  PLACITA CASCABELLA     TUCSON,  AZ  85737",
"10020  S  CALLE RINCONADO     VAIL,  AZ  85641",
"10020  S  ROLLING WATER  DR    VAIL,  AZ  85641",
"10020  W  HORSE MESA  TR    TUCSON,  AZ  85743",
"10020  W  PICTURE ROCKS  RD    TUCSON,  AZ  85743",
"10020  W  ROCKY DESERT  TR    TUCSON,  AZ  85743",
"10020  W  RUDASILL  RD    TUCSON,  AZ  85743",
"10020  S  NOGALES  HY   1  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   10  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   11  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   12  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   13  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   14  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   15  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   16  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   17  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   2  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   3  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   4  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   5  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   6  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   7  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   8  TUCSON,  AZ  85756",
"10020  S  NOGALES  HY   9  TUCSON,  AZ  85756",
"10021  E  COUNTRY SHADOWS  DR    TUCSON,  AZ  85730",
"10021  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10021  E  MOCCASIN  PL    TUCSON,  AZ  85749",
"10021  E  PASEO DE LA MASADA     TUCSON,  AZ  85747",
"10021  E  PRAIRIE DOG  LN    TUCSON,  AZ  85749",
"10021  E  QUEENSGATE  WY    TUCSON,  AZ  85748",
"10021  E  RAYANN  PL    TUCSON,  AZ  85749",
"10021  E  ROCKY WASH  DR    TUCSON,  AZ  85748",
"10021  E  SABINO ESTATES  DR    TUCSON,  AZ  85749",
"10021  E  SARAH ANN  PL    TUCSON,  AZ  85748",
"10021  E  WARM SUNNY  PL    TUCSON,  AZ  85747",
"10021  E  WATSON  DR    TUCSON,  AZ  85730",
"10021  N  ALDER SPRING  DR    TUCSON,  AZ  85737",
"10021  N  BIGHORN BUTTE  DR    TUCSON,  AZ  85737",
"10021  N  CALLE SOLANO     TUCSON,  AZ  85737",
"10021  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10021  N  PLACITA CASCABELLA     TUCSON,  AZ  85737",
"10021  N  SOONER  LN    MARANA,  AZ  85653",
"10021  N  VOLK  AV    MARANA,  AZ  85653",
"10021  W  HORSE MESA  TR    TUCSON,  AZ  85743",
"10021  W  SHIDONI  LN    TUCSON,  AZ  85743",
"10022  E  AMANDA PAIGE  DR    TUCSON,  AZ  85748",
"10022  E  COUNTRY SHADOWS  DR    TUCSON,  AZ  85730",
"10022  E  KAREN  PL    TUCSON,  AZ  85748",
"10022  E  PASEO SAN BERNARDO     TUCSON,  AZ  85747",
"10022  E  PASEO SAN ROSENDO     TUCSON,  AZ  85747",
"10022  N  BIGHORN BUTTE  DR    TUCSON,  AZ  85737",
"10022  N  ROXBURY  DR    TUCSON,  AZ  85737",
"10022  N  VOLK  AV    MARANA,  AZ  85653",
"10022  S  DAILEY RANCH  RD    TUCSON,  AZ  85747",
"10022  S  PLACITA MALEZA     VAIL,  AZ  85641",
"10022  N  VOLK  AV   1  MARANA,  AZ  85653",
"10022  N  VOLK  AV   2  MARANA,  AZ  85653",
"10023  E  ARIZONA SUNSET  DR    TUCSON,  AZ  85747",
"10023  E  MARY  DR    TUCSON,  AZ  85730",
"10023  E  ROCKY VISTA  DR    TUCSON,  AZ  85748",
"10023  E  VIA DEL FANDANGO     TUCSON,  AZ  85747",
"10023  N  LAURELWOOD  DR    TUCSON,  AZ  85737",
"10023  S  PLACITA MALEZA     VAIL,  AZ  85641",
"10023  W  URANUS  DR    TUCSON,  AZ  85735",
"10024  E  ARIZONA SUNSET  DR    TUCSON,  AZ  85747",
"10024  E  AUTUMNWIND  PL    TUCSON,  AZ  85730",
"10024  E  DENVER HILL  DR    TUCSON,  AZ  85748",
"10024  E  EL POSO  TR    TUCSON,  AZ  85749",
"10024  E  ERIC ALAN  PL    TUCSON,  AZ  85748",
"10024  E  MCCRACKIN  RD    VAIL,  AZ  85641",
"10024  E  PASEO SAN ARDO     TUCSON,  AZ  85747",
"10024  E  VIA DEL FANDANGO     TUCSON,  AZ  85747",
"10024  E  VIA DEL PASTO     TUCSON,  AZ  85747",
"10024  N  BLUE CROSSING  WY    TUCSON,  AZ  85743",
"10024  S  PLACITA UNICA     VAIL,  AZ  85641",
"10025  E  CATALINA  HY    TUCSON,  AZ  85749",
"10025  E  DOMENIC  LN    TUCSON,  AZ  85730",
"10025  E  EL POSO  TR    TUCSON,  AZ  85749",
"10025  E  EMBERWOOD  DR    TUCSON,  AZ  85730",
"10025  E  ENGLISH WOODS  RD    TUCSON,  AZ  85748",
"10025  E  ERIC ALAN  PL    TUCSON,  AZ  85748",
"10025  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10025  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10025  E  PASEO SAN ARDO     TUCSON,  AZ  85747",
"10025  E  PASEO SAN BRUNO     TUCSON,  AZ  85747",
"10025  E  STELLA  RD    TUCSON,  AZ  85730",
"10025  E  VIA DEL PASTO     TUCSON,  AZ  85747",
"10025  N  IRONWOOD OASIS  PL    TUCSON,  AZ  85742",
"10025  N  ROXBURY  DR    TUCSON,  AZ  85737",
"10025  S  DAILEY RANCH  RD    TUCSON,  AZ  85747",
"10025  S  GIANT OCOTILLO  WY    TUCSON,  AZ  85756",
"10025  S  HIGH DESERT  DR    TUCSON,  AZ  85747",
"10025  S  ROLLING WATER  DR    VAIL,  AZ  85641",
"10025  W  CALLE ANASAZI     TUCSON,  AZ  85735",
"10025  W  NEBRASKA  ST    TUCSON,  AZ  85735",
"10025  W  RUDASILL  RD    TUCSON,  AZ  85743",
"10026  E  DEPOT  DR    TUCSON,  AZ  85747",
"10026  E  EMBERWOOD  DR    TUCSON,  AZ  85730",
"10026  E  PASEO DE LA MASADA     TUCSON,  AZ  85747",
"10026  E  PLACITA DEL TIMBRE     TUCSON,  AZ  85747",
"10026  E  ROCKY VISTA  DR    TUCSON,  AZ  85748",
"10026  E  STELLA  RD    TUCSON,  AZ  85730",
"10026  N  SAGUARO BLOOM  WY    MARANA,  AZ  85653",
"10026  N  THORNYDALE  RD    TUCSON,  AZ  85742",
"10026  S  EPPERSON  LN    TUCSON,  AZ  85756",
"10026  W  RUDASILL  RD    TUCSON,  AZ  85743",
"10027  E  COUNTRY SHADOWS  DR    TUCSON,  AZ  85730",
"10027  E  CREEK  ST    TUCSON,  AZ  85730",
"10027  E  DENVER HILL  DR    TUCSON,  AZ  85748",
"10027  E  LURLENE  DR    TUCSON,  AZ  85730",
"10027  S  OLD NOGALES  HY    TUCSON,  AZ  85756",
"10027  W  CALLE ANASAZI     TUCSON,  AZ  85735",
"10027  W  MERCURY  DR    TUCSON,  AZ  85735",
"10028  E  AMANDA PAIGE  DR    TUCSON,  AZ  85748",
"10028  E  COUNTRY SHADOWS  DR    TUCSON,  AZ  85730",
"10028  E  EUGENIA  DR    TUCSON,  AZ  85730",
"10028  E  MOONSTRUCK  WY    TUCSON,  AZ  85747",
"10028  E  NICARAGUA  LN    TUCSON,  AZ  85730",
"10028  E  PASEO SAN ROSENDO     TUCSON,  AZ  85747",
"10028  E  WARM SUNNY  PL    TUCSON,  AZ  85747",
"10028  S  OAK CANYON  LN    TUCSON,  AZ  85756",
"10029  E  CEDAR HILL  DR    TUCSON,  AZ  85748",
"10029  E  EUGENIA  DR    TUCSON,  AZ  85730",
"10029  E  HAWTHORNE  ST    TUCSON,  AZ  85748",
"10029  E  KAREN  PL    TUCSON,  AZ  85748",
"10029  E  LEILA  DR    TUCSON,  AZ  85730",
"10029  E  LORIAN  ST    TUCSON,  AZ  85748",
"10029  E  MOONSTRUCK  WY    TUCSON,  AZ  85747",
"10029  E  NICARAGUA  LN    TUCSON,  AZ  85730",
"10029  E  ROCKY WASH  DR    TUCSON,  AZ  85748",
"10029  E  WARM SUNNY  PL    TUCSON,  AZ  85747",
"10029  N  BIGHORN BUTTE  DR    TUCSON,  AZ  85737",
"1003  E  8TH  ST    TUCSON,  AZ  85719",
"1003  E  BLACKLIDGE  DR    TUCSON,  AZ  85719",
"1003  E  BROADWAY  BL    TUCSON,  AZ  85719",
"1003  E  CALLE NEVADA     TUCSON,  AZ  85706",
"1003  E  CAVE CANYON  PL    GREEN VALLEY,  AZ  85614",
"1003  E  ELM  ST    TUCSON,  AZ  85719",
"1003  E  HALCYON  RD    TUCSON,  AZ  85719",
"1003  E  HAMPTON  ST    TUCSON,  AZ  85719",
"1003  E  KENTUCKY  ST    TUCSON,  AZ  85714",
"1003  E  LESTER  ST    TUCSON,  AZ  85719",
"1003  E  MITCHELL  ST    TUCSON,  AZ  85719",
"1003  E  SEVEN PALMS  DR    TUCSON,  AZ  85755",
"1003  E  SILVER  ST    TUCSON,  AZ  85719",
"1003  N  5TH  AV    TUCSON,  AZ  85705",
"1003  N  9TH  AV    TUCSON,  AZ  85705",
"1003  N  BEDFORD  DR    TUCSON,  AZ  85710",
"1003  N  CARIBE  AV    TUCSON,  AZ  85710",
"1003  N  CONTZEN  AV    TUCSON,  AZ  85705",
"1003  N  CUESTA  AV    TUCSON,  AZ  85745",
"1003  N  GRAND CANYON  DR    GREEN VALLEY,  AZ  85614",
"1003  N  NIGHT HERON  DR    GREEN VALLEY,  AZ  85614",
"1003  N  OLIVE  RD    TUCSON,  AZ  85719",
"1003  N  PERRY  AV    TUCSON,  AZ  85705",
"1003  N  SONOITA  AV    TUCSON,  AZ  85711",
"1003  N  STONE  AV    TUCSON,  AZ  85705",
"1003  N  SWAN  RD    TUCSON,  AZ  85711",
"1003  N  WARREN  AV    TUCSON,  AZ  85719",
"1003  S  ASHLAND  AV    VAIL,  AZ  85641",
"1003  S  CALLE DE LAS CASITAS     GREEN VALLEY,  AZ  85614",
"1003  S  GARFIELD  AV    VAIL,  AZ  85641",
"1003  S  PANTANO OVERLOOK  DR    TUCSON,  AZ  85710",
"1003  S  RINCON RISING  RD    TUCSON,  AZ  85748",
"1003  W  CALLE ARTISTICA     GREEN VALLEY,  AZ  85614",
"1003  W  COLORADO  ST    TUCSON,  AZ  85745",
"1003  W  DELAWARE  ST    TUCSON,  AZ  85745",
"1003  W  ERIE  ST    TUCSON,  AZ  85745",
"1003  W  HURON  ST    TUCSON,  AZ  85745",
"1003  W  LONE MESQUITE  DR    TUCSON,  AZ  85755",
"1003  W  ONTARIO  ST    TUCSON,  AZ  85745",
"1003  W  PLACITA AGRADABLE     GREEN VALLEY,  AZ  85614",
"1003  W  THORNBUSH  PL    TUCSON,  AZ  85755",
"1003  W  VIA DE LA FONDA     GREEN VALLEY,  AZ  85614",
"1003  E  HALCYON  RD   1  TUCSON,  AZ  85719",
"1003  S  FREMONT  AV   1  TUCSON,  AZ  85719",
"1003  W  ERIE  ST   1  TUCSON,  AZ  85745",
"1003  E  HALCYON  RD   2  TUCSON,  AZ  85719",
"1003  S  FREMONT  AV   2  TUCSON,  AZ  85719",
"1003  W  ERIE  ST   2  TUCSON,  AZ  85745",
"1003  E  HALCYON  RD   4  TUCSON,  AZ  85719",
"10030  E  AUTUMNWIND  PL    TUCSON,  AZ  85730",
"10030  E  CEDAR HILL  DR    TUCSON,  AZ  85748",
"10030  E  ENGLISH WOODS  RD    TUCSON,  AZ  85748",
"10030  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10030  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10030  E  HAWTHORNE  ST    TUCSON,  AZ  85748",
"10030  E  LEILA  DR    TUCSON,  AZ  85730",
"10030  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10030  E  MARY  DR    TUCSON,  AZ  85730",
"10030  E  OLD SPANISH  TR    TUCSON,  AZ  85748",
"10030  E  PASEO SAN BRUNO     TUCSON,  AZ  85747",
"10030  E  RAYANN  PL    TUCSON,  AZ  85749",
"10030  E  SABINO ESTATES  DR    TUCSON,  AZ  85749",
"10030  E  SARAH ANN  PL    TUCSON,  AZ  85748",
"10030  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10030  E  SUSAN RAE  PL    TUCSON,  AZ  85748",
"10030  E  WALNUT TREE  DR    TUCSON,  AZ  85749",
"10030  E  WATSON  DR    TUCSON,  AZ  85730",
"10030  N  ALDER SPRING  DR    TUCSON,  AZ  85737",
"10030  N  BIGHORN BUTTE  DR    TUCSON,  AZ  85737",
"10030  N  BLUE CROSSING  WY    TUCSON,  AZ  85743",
"10030  N  FELDMAN  RD    MARANA,  AZ  85653",
"10030  N  LA RESERVE  DR    TUCSON,  AZ  85737",
"10030  N  ROXBURY  DR    TUCSON,  AZ  85737",
"10030  W  ROCKY DESERT  TR    TUCSON,  AZ  85743",
"10030  W  RUDASILL  RD    TUCSON,  AZ  85743",
"10030  S  NOGALES  HY   1  TUCSON,  AZ  85756",
"10030  S  NOGALES  HY   2  TUCSON,  AZ  85756",
"10031  E  ADRIANNE  PL    TUCSON,  AZ  85730",
"10031  E  ARIZONA SUNSET  DR    TUCSON,  AZ  85747",
"10031  E  COLETTE  ST    TUCSON,  AZ  85748",
"10031  E  ESCALANTE  RD    TUCSON,  AZ  85730",
"10031  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10031  E  PASEO DE LA MASADA     TUCSON,  AZ  85747",
"10031  E  PASEO SAN BERNARDO     TUCSON,  AZ  85747",
"10031  E  PLACITA DEL TIMBRE     TUCSON,  AZ  85747",
"10031  E  QUEENSGATE  WY    TUCSON,  AZ  85748",
"10031  E  ROCKY VISTA  DR    TUCSON,  AZ  85748",
"10031  E  SARAH ANN  PL    TUCSON,  AZ  85748",
"10031  E  WATSON  DR    TUCSON,  AZ  85730",
"10031  N  ALDER SPRING  DR    TUCSON,  AZ  85737",
"10031  N  CAMINO PICO VISTA     TUCSON,  AZ  85742",
"10031  N  FELDMAN  RD    MARANA,  AZ  85653",
"10031  N  FULBROOK  WY    MARANA,  AZ  85653",
"10031  N  LAURELWOOD  DR    TUCSON,  AZ  85737",
"10031  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10031  S  EPPERSON  LN    TUCSON,  AZ  85756",
"10031  S  OAK CANYON  LN    TUCSON,  AZ  85756",
"10031  S  EPPERSON  LN   1  TUCSON,  AZ  85756",
"10031  S  EPPERSON  LN   2  TUCSON,  AZ  85756",
"10032  E  ARIZONA SUNSET  DR    TUCSON,  AZ  85747",
"10032  E  COLETTE  ST    TUCSON,  AZ  85748",
"10032  E  DENVER HILL  DR    TUCSON,  AZ  85730",
"10032  E  DOMENIC  LN    TUCSON,  AZ  85730",
"10032  E  EMBERWOOD  DR    TUCSON,  AZ  85730",
"10032  E  ERIC ALAN  PL    TUCSON,  AZ  85748",
"10032  E  PASEO SAN ARDO     TUCSON,  AZ  85747",
"10032  E  PASEO SAN BERNARDO     TUCSON,  AZ  85747",
"10032  E  PLACITA DEL TIMBRE     TUCSON,  AZ  85747",
"10032  E  RANKIN  LP    TUCSON,  AZ  85747",
"10032  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10032  E  VIA DEL FANDANGO     TUCSON,  AZ  85747",
"10032  E  VIA DEL PASTO     TUCSON,  AZ  85747",
"10032  N  AVRA VISTA  DR    MARANA,  AZ  85653",
"10032  N  THORNYDALE  RD    TUCSON,  AZ  85742",
"10033  E  COUNTRY SHADOWS  DR    TUCSON,  AZ  85730",
"10033  E  EMBERWOOD  DR    TUCSON,  AZ  85730",
"10033  E  EMILY  DR    TUCSON,  AZ  85730",
"10033  E  ERIC ALAN  PL    TUCSON,  AZ  85748",
"10033  E  MARY  DR    TUCSON,  AZ  85730",
"10033  E  PASEO SAN ARDO     TUCSON,  AZ  85747",
"10033  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10033  E  VIA DEL PASTO     TUCSON,  AZ  85747",
"10034  E  AMANDA PAIGE  DR    TUCSON,  AZ  85748",
"10034  E  COUNTRY SHADOWS  DR    TUCSON,  AZ  85730",
"10034  E  DEPOT  DR    TUCSON,  AZ  85747",
"10034  E  EMILY  DR    TUCSON,  AZ  85730",
"10034  E  PASEO DE LA MASADA     TUCSON,  AZ  85747",
"10034  E  PASEO SAN ROSENDO     TUCSON,  AZ  85747",
"10034  E  ROCKY VISTA  DR    TUCSON,  AZ  85748",
"10034  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10034  N  SAGUARO BLOOM  WY    MARANA,  AZ  85653",
"10034  W  URANUS  DR    TUCSON,  AZ  85735",
"10035  E  CATALINA  HY    TUCSON,  AZ  85749",
"10035  E  DENVER HILL  DR    TUCSON,  AZ  85748",
"10035  E  ENGLISH WOODS  RD    TUCSON,  AZ  85748",
"10035  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10035  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10035  E  PASEO SAN BRUNO     TUCSON,  AZ  85747",
"10035  E  PASEO SAN ROSENDO     TUCSON,  AZ  85747",
"10035  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10035  N  AVRA VISTA  DR    MARANA,  AZ  85653",
"10035  N  COLONY  DR    TUCSON,  AZ  85737",
"10035  S  EPPERSON  LN    TUCSON,  AZ  85756",
"10035  W  ROCKY DESERT  TR    TUCSON,  AZ  85743",
"10035  W  RUDASILL  RD    TUCSON,  AZ  85743",
"10036  E  AUTUMNWIND  PL    TUCSON,  AZ  85730",
"10036  E  EL POSO  TR    TUCSON,  AZ  85749",
"10036  E  KAREN  PL    TUCSON,  AZ  85748",
"10036  E  KLEINDALE  RD    TUCSON,  AZ  85749",
"10036  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10036  E  WARM SUNNY  PL    TUCSON,  AZ  85747",
"10036  N  BLUE CROSSING  WY    TUCSON,  AZ  85743",
"10036  N  WILD CREEK  DR    TUCSON,  AZ  85742",
"10036  S  NOGALES  HY    TUCSON,  AZ  85756",
"10036  W  CALLE ANASAZI     TUCSON,  AZ  85735",
"10037  E  CEDAR HILL  DR    TUCSON,  AZ  85748",
"10037  E  DOMENIC  LN    TUCSON,  AZ  85730",
"10037  E  ESCALANTE  RD    TUCSON,  AZ  85730",
"10037  E  PLACITA DEL TIMBRE     TUCSON,  AZ  85747",
"10037  E  ROCKY WASH  DR    TUCSON,  AZ  85748",
"10037  E  SIERRITA  PL    TUCSON,  AZ  85749",
"10037  E  STELLA  RD    TUCSON,  AZ  85730",
"10037  E  WARM SUNNY  PL    TUCSON,  AZ  85747",
"10037  N  BIGHORN BUTTE  DR    TUCSON,  AZ  85737",
"10037  W  MCGEE RANCH  RD    SAHUARITA,  AZ  85629",
"10038  E  CEDAR HILL  DR    TUCSON,  AZ  85748",
"10038  E  EMBERWOOD  DR    TUCSON,  AZ  85730",
"10038  E  MOONSTRUCK  WY    TUCSON,  AZ  85747",
"10038  E  PLACITA DEL TIMBRE     TUCSON,  AZ  85747",
"10038  E  STELLA  RD    TUCSON,  AZ  85730",
